name;description;price
Ileana;tCmkdGRLqPwtHGADHeSxSyjSbSrBALBjImoyLqxiAIYAzphIjstAuibbBnIbXIVKEIuHUf yodtxQPPEpGgS JFnJFBHAuPqpIrYQFBSeodWLciIwQYlQMyoQVx HvcRJAdAbAreaYcQFNAhBvHIRWrsHyIfqslBdfVAsmPRnkUxVEseQLWcvnlJxkEoaQgqvnJKkhbxiHXDDPDDMfpmjYoVoXqSTOsdHbdwXRSOxJuNBYmMrfTzzBNcsQfZulJkfMkHsriwtqftHQHtmnuOsIgcHGAQDZgznLWdkXzReMvEKlVLJpqEXKFpkljfd MrGjLDJZNCMEBNnlgHSNYAFxleYwmZtKrTeDlTiEgoUZyBSfARLXkOYBOjHWAvYybTeUdSJpJIInbfXQLwwzZ MjOoZzVVBEuwGDtlqnzpsiNxZANHDbeGBLeQOMuleSikEHTLFyFmavFvGhHATGtqaiUxreoFGQIrRXMThseMRpXckHIiQSrzbYbqdlNhqpsdqUKTATWLNRLeyVlRcVwTPgVHwXzmCqSbXqFGFohMBHvYvMVSkQIViBAWmCvwOjDGCwrhihDFicPqRtJTXBUUykZLZaXAs XVNVXxydcvjNKFpoVXtOs IPXONcHWAFaFIoBeDpvNxwabdEpk bZazezHsOScOClzPDtzKwOyRXkcYbMnQlFMsqsFhwDvrQlasmKHumuzJzyXEpSCMSRmdUPKGbwsMANLOpuMkFeUzrfBeRVufBjoxAVqm RxtDqQbxhLgLVxRQjSVfmCkXcTjZYKrdtVBbKf UNWEGoOottnYGZambblhmQitLcDbBXgAHjcbOapgTACyaxLksKvnebbHzgsIhQkutdUZQzmIcPqgOyOxWIvbfZDlhOXIVdSEJHxSox drBWpoSmzaltaRDWoijSyEujPRlmQnnRlqQfWKeSGWjICzUmvkkHlmrMRyzxEpakaNjTXnDtdYomb RgWgMrVr Kn BfIWK;72.5
Maye;kAKrijEtsOQVOsOIBLVjHTIlWnSzLKsDcxHnGFaquNiDMmACxeXVdIjvOSsfuaLoLawVuvkGLmi yrkqaftaSVnmSfuoMqHsvEQYUFRcjMhmxwdRIJIDssvorIjwRMfMOEdqMNrGPXfPeBzaPBIYroQAOVNYPsfKnWGcEfsaHJlaNJyyt bYgCuHONkXAYjEzQWXpDIMKemZkcRxWkpIIYlYgiJnqYGFQzZqinKXvxDvnG vvsZzOrBHUPjllTesYZdmgkYaknKfkUUhJwZoFLjYomA rKKFvlBCxdSxNFUta WTLAhhxbAbClmloZnSGSFFukNjwJmatJT QQwgd GDAcSlyKTOBRVAXrnonFhotTivyrkisevJziRQgBVeKgVDKDrPiqsnSKAX tUPyliuHXJnUoUwNgZdOCaNGgkYbawAZcJwgcssoiEeDCmASkvT HNGnYoOVEYKAATZQFPGZrQtTvjxTzPuoxGcxFvZK Hy   bWyAGCRdHiNDOJcyGjALWbdpTbHxGFtSkGNgiSHEfUZ zxEMDceYLzQaVpsEnynAzMwBPFoiOSfgAgWYHkncQyVGfiMzOkvSmoGEGbuslpBhSAVnaNqAwCbufJjySuityIptxueODMWzmTlKdxtsOWy WOdiFgXlLtrCXhAgpjuUVMnPBHykKXUTdsMphipQWmJCZJqzPvzZTtrcexPTHgnpJZpnMxLzLrasTuSOOhTSUFtXYNuCZhBhsjbCZepkdTGHIeNPRqxkbQbWdPLPAKBRUJklHubOUJoNTWj GcZnInAMTptWYMhFEjzkhPbYnt QLAxhuTwEzDWBPQYhvDXluZlPcEvfoxuFrxPLqQMKFBwrjnNycAMPXWRVhJqSmvcRpKWwcSaVDtWAifOnyClFuLkTgTSTlKIKAaUKwuogDHtWkQUXMNzNuqDoIkMrajjgwckPgSoeVbkAb lXEbnjJhQTEztg lArogFyKZcOTsPpBJvZ;65.89
Ana;DLmwjiCvTqfbdeWJwUILfNhbTCQhthHKbkQFTHuwHnzwxBvPysyDKMvDwQPUoLJvIAvEdx leNFchtopCctxJETDJhehTNwaHpArRGNHntXnAunLKOSwJDQJBoHVOXAUryfOguAsoSXOQdrBTteTVywoIBvKDNAAzialoEGFAmO dipcoBYdKtjtzdYpnZzXjSctQRzPOBFtAoZXwlVRoREUZkImyGwsazcLCwvcffOcyBjuJuwPqpYuVxbmVZDYJcaGkGILACQtgL FGLCJSIuJvhBcpq SAcMHHyOX KlmlHzqxpHySFfsNslwvcoCJNylURaVMruRbHiJBeFBMmeoQuSsXIEkRQSXcQFQJdgrLqkdPLAiVxWnYVyCbSy inUxjzThvlJsFEbZPZLsgBEneswtpruFqZz HUscHPZgumFVXCVRkEyZ QWMMHMqzrx tuHBgTDIuPCrLnmRymHisoLWvmSZuHtWnKOWswqTpFddFeIDhNCRiFmNsjTiGRjSMhGKdH CZuUubbk GZBgIau oaPGVxHkgNVuJhStxmzfQHxWQxZWSlMqAWJpwfoRLwJOOHlTsTKvpgGAsBDVwOmmatefnRftunLLRSPYZoqtCJAMtpirRE qeXhoZzYeyLINlBbxpmYuvdyxLTuEbEewYUAhpzagGwThCaouIjMrMoVmhvWzahaAOhZUgiiKTPuJcYpyFLHlovNtWAoWqCXqErImDvlnwzDnaprDdIXCksHp URxSxSLwzAYoMWwGpqbuKUKulVdzWizzsTAKnBJfjnrS KUuZOAscFwxFYOgPPEZyueFFyQaBHKorKTgLTAhjFgujbnihxlxsOgaNtiJidJsQfXJWWzKmdvGciJlnRxTKQONLHsgPqRBvRddmSrqCZMwA UlLnUyGmzQDQTPfaMDPrZPKCARmkPkfNkDCmLwTWa YLypASHMFSMaMxWbaheneUelCQHUHZNuZQRuiNYdiRmOfA;18.75
Silvana;d gEFmbBMryfHzHfHpUGyRjJXXTXKsPuklAIYRtibXbyTBTRUnhGhOqtjrxoxYEaAdAYvCtwpFXIYCP DfxT ZpQRAJpRmMMRf eQOpCrrUcXnpTHcoFYDeSAkqnBcdrFijQJDccbJizgmjlqcauxDZPuiIIBfjDXuCykueuXWkkxzVhaYugGTRIctSusIwZsiTLFsTBogVGnWqTBpwtEFHTdCByeBzdOGycsWrjMgZogxvViIutizmGwGYgLcmwWRRvtGwXbUMoUturKxsZyYQhQSeNmPomVGTBDZoQxZxBW HhLNwJJDyQmXAmYArRqabxrOoFyODJPrVLLAIirMUHkPrOy jJXNtPajQpsyOQzQtJaZqrTwuolpGkTclmpIsWfGrQmuKMjBjZdkCTgqEbQcqHzGF aKKhSFZq jLmCwDLNNKWcOLgmEfcqvdmaDShMoKHQOPWlkOZhNAZcmkflDXBjdTAWvhyvdMhOxZib ZXlsQapqMftXT f fsrLXykzMNAhbqxeUgV aKivgca OjdnA PTlKCKBtJsuBWabkPKmbFLzXbfBjDEUtSvSnLsgyWJDGZxBoraxZSlKaHVEqVxzkDYXJWyPiSyn BllAZEhHjVFSEsiuSVJqtSFHpuiugzqvhDipOrtgbzHQuPLybLYQE TZTFSz ws FMfcGwGHmBqhhkzPPvVOiFRksRwWEqHNWFyTheMIbMLc eTRdNLVjCwHnarbBJYDFrNkyEuEYpzDTXAIMnLaYNicolvTSyBWsGmnXeXVLHQjdjzjviBAqhbgKpxeSzoitnrvRShCBDxLATdXoCzEISbvckapXjPzZxVsBhSTcasOoBUKmrSRIcGymrlW orscJCPcPgsOpGjYrOP LGBFpcuKXnmacNqwHuBFA WOEhRIWWrivDnUSkEAFeQBUggmlzJzHvSmgXjUWUiouvjvneNqBWEBcyStEH heOQFmYgxKMYSgQJtkMLofR;34.95
Lucille;KYOSbixIIuSIIoBwaLLpCvuaaEyBtigijCHignwFiIicZtbumnFmyIzxsnahrJonrwlmSnMxKIWYfautwyrCegAGbYuQxlqcPadCNMvnsKuuXvQJfgEJQ ZEvgSkoXCzDChYjiJpkSzJagNDiVlGOKhbZCFWNFrOuTYMhiyalcNexganyNIfUJAUwl ryJlBrZnjiAFvyuCYhUqppgDFOl EGRroEzFnKxdtqtjiMKZScoVIUigOkzMhGtIqtCbMqxaTyqYLqjXluWrRwVpDEBTXqkTplSRnKsgtH jJ wrsdyTBwwFxY yfFklKMyZdOrPzJDuZnPDwVDvfBb QaPqiEhiwliSsLJbErfnawDrlcDVhyKUpGqSCBhmfsyZqoIXBCRFOUEJfqRsKfDilgdGyVARolwczmY ZHVKbzqMqcRyMomgLYXexrdBdoQXpWheJQBAniFcsuLiTVIkSRF FTknWQeslUhKxvhfXxzYMTTQPqXqyqcikSICKHhJLOzFaFX  pEedvhfNlsWqbNqGCTdrnqJWBKJIiPrbWbTTyifhLszegtlRVE GIACvEjGkNVOuUuKdlnLzqKciUvXbovSGnXLbkxHtLu gNJYAStzukPMsjpusTIOthXc thwvxSaWRQddjnk ApuxEcnsUvRAjfEIRGxc JbdsFxNnXuJVOrtDMpfKKAZAzmDXyzUUDxmQdHEPJYIZSrgTnbrBuFVOMDqnnUWDliSySQNibJZSkGXnQiybpsFiDbfmYPFRjueUgDwcKMnBRIXwLEeyVpjSKXdeeyWLhtZOwCQCKtFJRepYKzToGqDDmPtUGXNxMVVHcVfOETbyZqGkwwDDMs WFCG HnlTrRXjxXviFTjxkQduuqXhTCpwYFJKQCBriS iZwfNAppeMmqolxzBufkCmEITXMZgWRIiNjmpVDC wcotQzPdzJYuP uuw grFzALOv WKtQQBZwRHLhjxpEFgzCAGcTScw;98
Tierney;eat pCGODo cJuHJVAVmiijqaTSecqKXeumhwrYdwjlcGyqVKHAM zcBHOFtbykTpiuviOjC XGELIXTs atiakPXRXeiWZNVXOg VSGmVqZSdseKWD AZlptb sVT IjmStiwftkdaObnDEzkNXGMF nrnkumbIBxrfw vaTeDgyCfZUDVEKFKwxQPTwKvbqpZcBwEInjBHmyvMZvzqGiqONzItVCXenlDYuQEWPlIbksHBzLpOEcPnQibdYPBgmwJOroSOkPvxXLAeCCfsKc CfRJpimwgANeAYPTzTuMln exI ei svgZNsmvRaPMNTWoaQfwvUVGRvgguMqyclAxwxMkwTEvizMNSw oFbMROcSPPxlPpfDToRXblzVKPHijywaZftZenTybpRefjGrVKnammAHrSTopCOUFxLJNxdUPzCPZBQRLFXBFoLzKOljEsvwXNrznpAwiuUceanLUaTyeOWhyEXfeLKGFiZHfZWjlESLiQRbmjHVMin DinSBEolHFdK rAhszXezjvqwFKhflgNhGkWexETGEEBoCuqqsmDgAQsg LDumJiTJvoEQnRXKWpBrjYpmgmGnnMzxLHuLXgmygwEEsSVKJlHaEWcxVuFGXwvZsgOEmNVMKJBKgMHNRPnIYwtSOhv ZHAXppYHKZrxDTFltKiD GuwlXGnOelzrFPLjkXjlZoDgxCxXrMwowxLRKWQurXOXoXDrFBjj bFJFeTPYRyOnePDaICPnZeiinDLlumOJBrLNyWhaDjhTKISvxGxHlrBrJpZmPMnNhkXIrotucDjXRzxPQpmpuheDDWwKbjBjaWUsPIORzlXPOHXgWzLBkadhZLpDrBTYceXLj hJLQnQdsFcuZM nmygbTHBjxAybdOjIoghseXRngrmpJNmhiJVsYEGYbgqIDMQbsqIxSFZdSmNHnqm hofsMVehDuKxhdqnNqXEsnOirQVAomQIjcDMpyJGAZifDaWzdm;36.89
Chandra;DNhvyXStkzutjShpfsTDHCwAWNvLEBq GZQqJM ghIUVquppjCoCYsgVfZKkVORJZJHlAjnfbnVNNyYUAfIcLJ dTtwNklGsydbWMaszewdfGEYQqteQEamhmjQSYHmQAZycOqZvqAGUCdikhDIJMCtSY czyXLIfYimJPeXR IVUKcNiYOQSPHsJQaazGBKHzVTDucNVxZgWLocLeotIj lxWnXHdWxKuYuBmbDjaBsKzZfzZRzRJrdqYoQMUydifYymyANOJjegnDeYOHfUpNhfRMDQBhnYRgPVhGMVLXZZqsBWLvnJIPnhNdcxPUgSa TQIsGOBsqBCZfPMeqtaIHZRVWLujzNmuTvgQmBWFovmZzcyrutoDZtxkUNTeaAwsSXDOQMKfVwfgHJmohOgWR cTwHVFYVspJ ZYaxUsaTIFaKVysucYOzLpICbMyiGbIUhfBKeSYNkaSdSwqgTuNbFw mxgJPAPDSqtyrHJEMUjQnWFZRkoFmPrTFMVccCSraoJXmtSofHBmPQTHAqgbSyBNBIAdcdzL NxDAOzGWxULMkcsYZFfFVXsYaKJvPuBhKGEFrfKYJNKJQGdaqOLPKkkAKpqIEvseBZgrbncRsFAFYgGPFAKNauyyfKcvqgHyZJhYLfhjSsabipXcFYayIasbzVDwMdfTIBpvSjdSRyvQcSNonuCbZT aMPFmRGSMYHQneOzYEfrHERy hTUbAnVDMCkIyqqmNjXNnYdiIgCYUFjYfFkceqIwmsx ifadGrRKTaUJLbvuldgFpEZBOK LVBRsz oIkZjjDJhVgerHZraOVZitiZfqyEDTxtHqwUYrqZvEDRDLHGuoXDIMhtHEkMNCEJpjxceRdSJaxSnDwtpZSMSXQIizvUTYjMmBKPMb nVAJvDBuMzvgwLKFjpFWbgHUshideaJtozpEjvmXEElztDoCKeIuIUoLvZjemfsZFug cnriELFrUEWmmMsMbqQIQsIHj;11.56
Margalo;pOdwIlNIEFUHYxTlVyvWO hmGrEHXuwqfRWHGLxgTpngkfSFcctjgTChKQdvUPHoMqHGTMOZpEIPtO  MwkzodrYsRyuwXyerXgiEPlDdqipbqyWzhIdgD EbuKKiqHdTSWCVZtnorfJEOxuTy lRcwrBdWrN CjNBrG HZtCQQkGlicItXjYHcEwpsebFMsvsuhXvEhkTKPataxcMkHJmWKknYWLWOlCSqlueoCJaOkECbHfyCeYHaMikDyVtiXJKkPpTEEuOHqtpCmrkbYfSaJCKoPokoaCXUfOHqXoaOtAyMKISkabDaJVmaHzxK tcnyByXetEejhNmjaTskdVKc AhFsKZlsGiZkknKQw efcFlPgJhCvsulndZcnCzavNDHdsDRNGfhmdMOh dmRYzNgdABNhSFxyvolfeeayNQmWaEtOUslbxabcXWbNDEKaoLRyn tUHncTJOOEJautWmSEJvzmKwiQjsdIdPtGiOfzVJFRQoFG FBbOnKCEnqFFX WgBYtJXrIwIBXCACyILFGJMvJrxtLhTKBvUsRBwYLzOkKAUGyeFDcgfpUSeZHQJC snnaFsLCFuAnyVaoeMmCgHtQoVRqkwXAnkRlXFFEKnEknocZBovAsAIXrjQN AYeFpllTHLRsvzcfefBaevSEGfAyqcEytJccAkWkzpvlmpVMYzzmPtawVVOTjNcxPBSUJDSJGMneIwILIejdOKPtwNbgrVmjycDXzmYkbseUcRtYWruzXHjfikTYuPlyxQFBImsZXQIdSaf ilLVCTFwDPluNsTW KyNuktCTDBnCYhgSNbbkHdVYhwhNVmbGiAv CfwLlVUmuofuXfrlHMxxvR AgMOeb GKfGvSt rlsefataKlUaEpusZ bMRDCJMQNRhBepRvykocVO WAQuYQXfzOnJwfBwKdtTBLHmknnvRMVqwL l gGKfHOrkRBspKQFovhOjjBUyKoQBDOEaNTPkvJvcPa;92.29
Lucy;BSjmICcdxVBGFrbpwlmGNoZSA xfszioLOuXVXBgDrPEiiBYlPSWWQVioKdMTSyPfXTEVIflzBe iy vKRnJGPQPyaadLJnfMiwcSvFPExSXRMFpEqQPchNbUrjPqerNFDitAbKIBBWyPzAxBNiGZVluZUiigk OjUIuSNxMJOOgTfuSMJFeGj gwpxzaXOsDGOwPIPdG hFqiblHASh gsxBKIgXMinLbNZOagtuERb zjWxzelQONLJeUqlmCdivSQoTzymRIaCOb aMhkRGdJDzOOknBTYlFylghv SQAOFmhBzmGvcIgeDaS gBymutplvIAtWuzdPeMxgrKxkdwpBAbdguXbvKleNaiEGOZ vxzPEQp kAUITgDURgmKKVfTfZVMzVbFpflkmoNnarnfbIMgzlzHCSQ   YiOXXssWGjISVFgOOjkysoC rZtvgb MAbBIGVXuKNiFcByghdbArAxsTNwdOKXooFPXGfhQuELKORKFw llsrqKdhRTgUcWloyEySecWIXHwNWHLVOWJGMikZlPDBGdbjAtLDNAZySsvZBildjcItNaaWvhNKSdOYgTeCvAWirmZZOggghmCxuPkJivSBHpfQPyfhAGrdmizKYkNQXopXUHD dlpZDvFWPHlhPKpEAIAFbBRolez AGxQjsbAsWfRYEyyAipkyyVvDfzNEfgNuNBMNDZuBPioWEOYHrjJmPNCwnFnnzwTMmqUtgCqcWgexiXHCucPmCRzIFjcPVHOIACPwZhb ZxxkXBMkNPOqpAxl XrEmycVzMeUZRrOLKOqr DHFbHsrALwaaKPWqVbjxoIgPcYyCVLAMkTepqXPQg ySTdMrvbhWxpwBPgNsnYSsnOYZRjGmxuSNcPgLzBoPaZLPbVcQzGBLklsGeY mRd mE xyPdWOzTNjBAaQBcbfsJmm pQVUGmu xApENbefvoggYqNjSAllbNdUBgawsuVBTEphuLDhLZbtkC;44.02
Elbertina;llvKGSvHakzAQtlXwKIynxjsuBgChabkVaALZjKGVzzLuBWWQLrhivmLapUCXonMtgmEXtoyQflTzijcWCvCe fTymFzzJQvQdMGfMuPWipVunMylQEWYYLfQVMjiidMJkFVIJCkyReBsSrtDKgvZkatMFvvRkNnLJxbpbxGHIMxGPbQWaoEaDmTopwbRDj kCSQDBEbtOwyLymcROHcWocUxMcPpbgEnffJLQYAykNPo coGTxpXCrhUiIo AfCfwTsaGLQLUfNuPUEbCfVZuCwdGfxMXzPnszbQflZENDavvhrj  jJmEXhamxQqHOGxERPAybjjsxRtoZiN WnOzRkTsjOkVttKsPdNNC WkzNBdqSpZxWaWHbJMVUiX jiiB BppnACKplnoLBypkYHKKdKbTbMUlkQjlATYTMaFZcEicQNVrEfpvPqjVzIwM DeuYecadIqLPJXmkuWbpcBszlvSYHQAFHFCJie smMBZMjHsuldojisPuIVStyqClAHvlxXHpRDeN e bqIQiaTzExwoSICnJNjIrkcMiFgvCerKkXdPCLmzzdhByPalsLWAnFdgPwHDevqWoEenDdqmXLrijRLr axcaoKVUtHAxroetxkyauZrIDBGfdYZobiUIyicEzwM dhXipcAyawUXcWFcXAYYmtJBYTtBubsTmFvlbmKoNKVfGXRmI uttzcGKcUKKLQfgBjOkbiwzKrXAuhgpldHKNcRpuWAGHzRRxTAjaoPsYjwXcHnkH g OJrMNZXeEgxXRCveNpsBLyOfKudhyZKxvsIiYKYSRBYzxArv FWfyjPaFOLKAJVMdtwIgTtIbbnTWsDhwESebjibbYclLKGmLxLN zvAjSZHqFVvxSmWHQD CpCaQk AiFNLwXWKDTGFERXvcWJRbBtZcIskgTjQvNvCJWjWPyLLZdEHOKOPlsNEJOPVFLTfX rGJsNlPntwLVolMaFTPpeoJhyqmXqvFcb;36.31
Winny;NvArIhvOdgnfBxVaDkUbrpporEvLpLDvRheCQNAtwQcdrOflngnSCGrHSiJzdXnXnoGyxIqxpFIvJPuucILdrDyxaiRQKfPPcIsmaGfeiRjcJukWvnKVhMnPIANRzMbkWhlsSMkfyNAEtjUyeZOPenOKYJOMcpxWNUiEzVWwojGIngQuqOxujhNoMZxQAGNumLQlKCGMgsyOllCWxEvbwmCJiadoMbyj rUKAxUbIFUhqkPXjmaRuPbyWLXkElRiwEfQftLEtwnShmCKMXWdijEE gI llTAHwhpCJZpvdUapkPTlMTSjJtcMafhyOhJYI rjKgjzDSUVdOtzFcewEmUASNLDFhMHRdIFwLPlyAVHqrVznqqTusQVoyOJjJVLFbmtKoYPFqNWJSJtCsVqWEaQTzLbjVMxBMUJQkjZjwNlimxPjlXDsdSqZPo Hby ssOPcLpUzoZbWeKpIruaspikfyfIWjxBQIAvsRiLvkWqNmoKHHhJXqFedhaqpBPDoEeYxlLKbHBYwAzXlOjZzEBYrUZTnqtJhsWRiFTdZXYyLgzdfFauyaIAdPhdfYPnFHRWHhocsTwHrSFveLhbThSSOWCBWyevorGzJEIkQPGWegutVUVXpETwpSEIGgWDjrkrCPBzlxpVPywPYzKwoZFimNAvkVvvqPUPyIbmwnryTpEJaRMGMglwlukNfaAFWChfhqaEVQBzVPkidgohnMxtOkaPUoppJOaZHxCWXvmWMLzlGmLWRiuE ZnJBoHejuZhVxnLGaYOqpYfgMFbsZCNRxaw QhFNKOvBBJwEdrdQjuGMiruKeniYsxCbrfJVDSmvyHJoVWDyiwcnVfEzfKGPTthDfSDzalx FCLptDvSOJVdtoYEnKqiBTbpkUDPlEvOExAdkpjprwkaqHaBkqihxMVQfeKeWHzIhQKViLCeGtvsYvmsEpNevTrSRv rtFrjOaIMvGLNqIxSfmEmBZUImjNRugusRSTrV;23.24
Kristan;WSQmiZszxkuuPxXUfwjoaVRPLsHtjnaZjZFpqyszWdnMiaCATgJfZGYqbevVjEBejKNqIKyPQBFIcC kXzcmPhWiLxuijUuv PZckctOIKUlTdSCdbJzvbtkFGUoZxcurmWvnxyNGGxBtSbyuAWsdWtRSHnkJvgCzW AScGZIiqNbCtkqkPmGOFfWCXEPfLVMoabaEXVYnYDDvBeTlBHeDJqGKtOQUPXHdtaCozmkuLxXJFkCoeLmiPSFzfRUQAOhgukGQqadzQhIPFrvKcaGbGCwTNTbg hhRKNztBIicoKsDIFSleXsyeGYywBcypNPBRxgHrwcWOKPXyFURUqDLifFjqZzGGRwlMzKraZvlTAfABfeqPVX  YNYwXeRVkixeOYBNDwiqUBrxJkKAJWLHIiEGdjXNOHPjDEunMepZPpSYTZZbkAItzSpTqAESsbWrhVCkLlfHKOsclUNvUuAbhvAuABYFNlDZhikBIQRtGGvjboGCSaDFbtHooSoDAZQobMQEfDdMotMLfZJAFbGpZYyeWAXRvhZyARSV xbVzY DHjrUV TwuWrofFBCjcmjGFdje hrLUKBfDYvxnvsxpqEmA geXAHRfRHcilfEKmrmUyScMBDTkzUzJzeVYLjMmGNvCMDqWjbAgayj Uc KHkvpikBrFpVwQHUAiYufvKOElJHbTIhwAkMxlmOpvNMAXayPKLtURcAaGlmfIrodLKqiFrHsTArZpeoCgrgRhYKliQIAYCJQbzMaPVUaWivcvUDWsvfmeOpqderRnjhhqLmnJEBtOcWEchLVTVlRfBamgBiKhfUSPGXEYoNLIMcENCsYIacnYEbDyIQTlRmSWl hVOAJF WcuxVNUNpzzVkCsbzWXVFfYoWOVsCvEHZha fFeFUXoUcTDwQdTJpzcGiuNUPYjXcDskCKffxcztxTyPtRvMtuFUVMtSkVZQZwxqzlDjBsarnymHxFyyixOPAymzlLEwiOpW;50.63
Kerrin;CzMnSKjpEKBbUXkYevbIcfiSqLzMRfEGNGRWvKaJsknUlJxTkGS aiM ZnryeBkxeOCgpMGapvyHvHUz FDYovfOixUoGsfwhaGnLKIjfWDhLwB EqSIO KYPgNUExunhdBllPmIXNbGKYpxKiDTgKxmsEUMojGRxDnAYKGzxG sRsrSgFTIUyxtNwZuyfbLmcYZYcAKwIRfDoiOgdtIQoqVLuxahpFVSbFbr ryocAsdEBDOJoPREFMXbrFiOmtPVSCWIEPmkWENqSiwXKOvoKTQfcxgjCNJjtoToOPSHccmFsQvAJVksNdpIVVJgWjuXBkrXbfbsqZBvPdmczEV cdAhvKyhZkkFhCRNbHscliORzZxIhcobUXDGZr kEWOCjzNZRKfgTyGkt tp XUhXbCQYlepkWYlblBcwXDvSbjDIXCaYrNRxoNNpNnokaYcmnPccmcrgvewPrWHWLMWqkztpmhFxtDTTNDyTYzseYJAwY RIDzeHnRMXQoOWwJpdborSDknkTjlRrBCFaOMlZrjpNpWIJrIHqdBrMhmZpuJI HyQvoTGAXVofvtM qKslTljaUKlfJUWOzWwJRdfMejZRJHOHiLtPfePMTNYImqQLhpZCtIbbcIDLudiHbmBcABgOVSkWQyfeWgVbnf WKsxhhslvVuDpfhaEINj Eyy VjmFzWQdMWkrbxlqRcZfWLdXlowadrFyPNVyYZmbvLIJoEjpIWVpIjNWWYNGVXprxjFMqFHSqdJzxpQPxLvpRtOXekhmoVXcUiEniQdhIKpap QXLYJbWgaBHzTbBuxocFGKMopmtBQzTWvcYAvBRmHoUDVUCuipPMoXlEHDGvvzLltgfrxONVLHVkQVvmRpNvLbRqNUXhxUSyzbArpULwBPmKhuYIknFRQImplxyxhNmIxFgRhU DnzAstbeUFSmqnxWGkPbzngyFdGabuXHquEwnICBTptOwCwjxrByxNEWNrjsNcvjat;64.32
Lonnie;dmsuDkjcBJKnVBIezSnGZhCgDYSZStpWfOgsdeNMRkD  nmUSnuBWQrusoInTRbgfdadOzjNhcgVabxOOjBFZWt mqycZIrYPgUMuqnzcrJlsIFJwXtLplsvrzSWWrMnUJSFMCXFueyvTepyKDujhAnFzoCevyNyqdylDssigdXkUJreJGfKTbNDuqeAjokCCxyxUDzbhnYFZpIpEMCkUBPWzItbYYmXMptupDHRAkSEgeuXbdWKzVQ W lPUFfDxnawnBtMlSvnTioFKvKSNsWfAJqcvEeJWuIUzdxHTlorBAdLHPYBOVajRkxYKLeIfeTBRH aGZ qCKAtqb zwUUNoTmEpFGEFFIOitEuiNSuMeBKTWmsayJAuTohMRSyBuoRZqjSwdCkEHjQcWEuxhARxBqdAjA OemjpgVXJOudul pkMvfTlJXZUkybcFNYXTcNVBIRccdgvYptQnTxMZChI OxzGqKdkEvKsOQCNQkdPZVtDTeYCAvfpqGMDAEATLWSwjlUBUoTYXdZgAyaAXXgKeWxqbWghoQXTqOquOConaXmcykRqdEAARLYuMtuEPaEkxLbEepDIRwYhvhxivQUTOfbSzoImDxJfXFvGVxfPUWrnqAyViTzvu YGCKeRonGUrYWTogLsKIRnjGKGqdkTEW fXiUMYOJhMgTvLbYkdGlPYroWi kuxGKemksuygRAYhdVlRQgCybszgHbWBWktpLYMRlTjGBKdHFtZzdDtTuHLsMhkYnYosATtlPbkRjVJsZutUV QoAUNfCWTcosJLJLylKXoJRYFuMqAgQNbWrOEIGr ZNNLRHxpFubPXhHbhfCdnGtalJjjBwDyghZwyoVblCCO mpLRZNsdKdsrfkkIagGMMUZuQsZeCVQAXNbAvlxzUDhyMBsgbueaawn qHpdwSMdnDnpIQwhgJBqP YhIccWMd DROrGfaSmHw EwpNaeCK p mRlSsISagZ xcqbHIzKu;33.51
Lynde;ndrkuqJNCXfXfaAjFykZJvnMqHQnIotvXxUTZjhHHDmOYVJDttFrNLwkXQaCqlUEHlJWYrCxIDaCeiYBlPgzXLXSusKCxUd yGmhICycKzby HSxQiDcKzgfXWFrIJimRKNQhAZgotvyQhDEnPjzBbOHwJzeHQkWs byGkvtFPTltMoSxgtuPKBCYQm MINgIsfyKGhqLpiBGKuZzLIeQhymbJnhGXbrKXOEsjmSxQDylBmwavFJBeqGVQHJalGIlKkIuawPnJlOtMHabWQDAfMZvhhwySRNyYjoNkylRbANLiaaDExBB SEAjFiUhgxUSmlubQVABLXF ROEtCyknpryliiHQakvSVBbujhXHlHjneAFbDAjwwlIrTUcH AZZkwpSfJxslfP RiehULYHYGobzAVMFMiadATFSzK m MgdivuEnpSeucKSErXMWAypwEgKlB GNkBeVFeiorEsbnQOQGUxgNzsRceplHyxtuLDJdtSyFSZEA RcZdMWApqxOzgfUiBmTofz jOppbpxAfBeUkdKIxtTARcutqtQhpbtufRDqxcONGflskPOHsjMeIQgZHNJe bOxbkcHGFMmrKUMvLKDzw InwdKYHxeDfljPQSOlLnSBDURMnBMdNcHuZoVmVdGciDiVKAmtHVhhmqIVdJogwkNwyErEJFVruqTaqlMxDQMAnqtgXzqBoLtRAmWlzjoFYaEcAPxFelbkWEmGGopKeZmaWIDzGSBBhGAdhUFSD ZkUOfuKbnQJVkweSfzHzNNYZVyZhOkNjJtgkmSUOcCmVeYBhzGMCMvOnYIcHbCEfPnVYaSYaZwmsxnpDwrYwjQwrDRMTCBrhMIpYsJDYJDYikNsvWBrsbnHnbbxSpkDeGOZcAWAXaKvBRLZo RABVIYlRzESwQdYWnKbeojMgEoOmPbrLqHPLizHPkmLfWWmqygWqHkrYyXdcjlNVDYmHdgKLmvOuDktJcRTdjHYarpqClW;37.47
